ID_Viaje,Hora_inicio,Hora_fin,N_pasajeros,Distancia_KM,Forma_de_pago,Tarfia_base,Extra,Tax,Propina,Coste_Peaje,Recargo_adicional,Importe_total,Zona_origen,Zona_destino
1943,01/01/2025 0:34,01/01/2025 0:40,2,0.15,2,6.5,1.0,0.5,0.0,0.0,1,11.5,Midtown South,Murray Hill
1944,01/01/2025 0:55,01/01/2025 1:04,3,1.72,1,10.7,1.0,0.5,3.14,0.0,1,18.84,Midtown East,Lenox Hill West
1945,01/01/2025 0:25,01/01/2025 0:28,1,0.63,4,-5.1,-1.0,-0.5,0.0,0.0,-1,-10.1,East Harlem South,Upper East Side North
1946,01/01/2025 0:25,01/01/2025 0:28,1,0.63,4,5.1,1.0,0.5,0.0,0.0,1,10.1,East Harlem South,Upper East Side North
1947,01/01/2025 0:37,01/01/2025 0:43,4,1.86,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Upper East Side South,East Harlem South
1948,01/01/2025 0:49,01/01/2025 0:56,1,0.86,1,8.6,1.0,0.5,3.4,0.0,1,17.0,Upper East Side North,Lenox Hill West
1949,01/01/2025 0:12,01/01/2025 0:23,1,0.98,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Greenwich Village South,East Village
1950,01/01/2025 0:37,01/01/2025 0:44,1,1.38,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Greenwich Village South,East Chelsea
1951,01/01/2025 0:46,01/01/2025 1:06,1,2.05,1,18.4,1.0,0.5,4.68,0.0,1,28.08,East Chelsea,Midtown Center
1952,01/01/2025 0:25,01/01/2025 0:31,1,1.4,1,7.9,3.5,0.5,3.25,0.0,1,16.15,Upper East Side South,East Harlem South
1953,01/01/2025 0:37,01/01/2025 0:58,1,2.6,1,18.4,3.5,0.5,5.85,0.0,1,29.25,Upper East Side South,Gramercy
1954,01/01/2025 0:59,01/01/2025 1:19,1,3.8,1,18.4,3.5,0.5,7.0,0.0,1,30.4,Gramercy,Yorkville West
1955,01/01/2025 0:22,01/01/2025 0:34,2,2.41,2,13.5,1.0,0.5,0.0,0.0,1,18.5,Lincoln Square East,Yorkville West
1956,01/01/2025 0:16,01/01/2025 0:47,4,6.29,1,33.8,1.0,0.5,7.76,0.0,1,46.56,East Village,Upper West Side North
1957,01/01/2025 0:51,01/01/2025 0:58,2,1.2,1,9.3,1.0,0.5,3.58,0.0,1,17.88,Upper West Side South,Lincoln Square East
1958,01/01/2025 0:23,01/01/2025 0:56,2,6.1,1,33.8,3.5,0.5,3.0,0.0,1,41.8,Penn Station/Madison Sq West,Park Slope
1959,01/01/2025 0:20,01/01/2025 0:27,2,0.89,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Gramercy,Kips Bay
1960,01/01/2025 0:46,01/01/2025 0:52,1,0.65,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Kips Bay,Gramercy
1961,01/01/2025 0:55,01/01/2025 1:17,3,3.86,1,22.6,1.0,0.5,1.0,0.0,1,28.6,Gramercy,Yorkville West
1962,01/01/2025 0:13,01/01/2025 0:19,1,1.4,1,8.6,1.0,0.5,2.0,0.0,1,15.6,Lenox Hill East,Yorkville West
1963,01/01/2025 0:24,01/01/2025 0:29,1,1.13,1,7.9,1.0,0.5,1.94,0.0,1,14.84,Lenox Hill West,Yorkville West
1964,01/01/2025 0:46,01/01/2025 0:51,1,0.87,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Upper East Side North,Yorkville East
1965,01/01/2025 0:59,01/01/2025 1:03,1,0.72,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Yorkville West,Lenox Hill West
1966,01/01/2025 0:45,01/01/2025 0:51,1,0.96,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Union Sq,Greenwich Village North
1967,01/01/2025 0:56,01/01/2025 1:09,1,1.42,1,12.1,1.0,0.5,1.71,0.0,1,18.81,Union Sq,Meatpacking/West Village West
1968,01/01/2025 0:30,01/01/2025 0:47,2,1.5,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Penn Station/Madison Sq West,UN/Turtle Bay South
1969,01/01/2025 0:52,01/01/2025 1:14,2,2.5,1,19.8,1.0,0.5,6.2,0.0,1,31.0,UN/Turtle Bay South,East Village
1970,01/01/2025 0:40,01/01/2025 0:55,1,1.55,1,14.9,1.0,0.5,4.38,0.0,1,24.28,Midtown East,Lenox Hill West
1971,01/01/2025 0:57,01/01/2025 1:05,1,1.36,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Lenox Hill West,Midtown North
1972,01/01/2025 0:31,01/01/2025 0:39,4,2.5,1,13.5,7.75,0.5,3.0,0.0,1,25.75,LaGuardia Airport,Steinway
1973,01/01/2025 0:02,01/01/2025 0:14,1,2.2,1,12.1,3.5,0.5,3.4,0.0,1,20.5,Upper West Side South,Yorkville West
1974,01/01/2025 0:19,01/01/2025 0:33,1,3.1,1,15.6,3.5,0.5,6.2,0.0,1,26.8,Upper East Side North,Murray Hill
1975,01/01/2025 0:43,01/01/2025 0:48,1,1.0,1,6.5,3.5,0.5,2.3,0.0,1,13.8,Lenox Hill East,Sutton Place/Turtle Bay North
1976,01/01/2025 0:55,01/01/2025 0:57,1,0.5,1,4.4,3.5,0.5,2.0,0.0,1,11.4,Lenox Hill West,Yorkville West
1977,01/01/2025 0:59,01/01/2025 1:09,1,1.7,1,10.7,3.5,0.5,3.15,0.0,1,18.85,Yorkville West,Upper West Side South
1978,01/01/2025 0:30,01/01/2025 0:51,1,2.49,1,19.8,1.0,0.5,4.96,0.0,1,29.76,Penn Station/Madison Sq West,Midtown East
1979,01/01/2025 0:27,01/01/2025 0:37,1,1.64,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Central Park,Midtown Center
1980,01/01/2025 0:57,01/01/2025 1:00,1,0.46,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Yorkville West,Yorkville East
1981,01/01/2025 0:18,01/01/2025 0:55,1,17.6,1,69.5,1.0,0.5,11.06,0.0,1,84.81,JFK Airport,Bedford
1982,01/01/2025 0:29,01/01/2025 0:35,1,0.8,1,7.2,3.5,0.5,3.65,0.0,1,15.85,Gramercy,Murray Hill
1983,01/01/2025 0:49,01/01/2025 1:11,1,3.6,1,20.5,3.5,0.5,6.4,0.0,1,31.9,Union Sq,Upper East Side North
1984,01/01/2025 0:04,01/01/2025 0:12,1,1.4,2,9.3,1.0,0.5,0.0,0.0,1,14.3,West Village,East Chelsea
1985,01/01/2025 0:24,01/01/2025 0:39,1,1.46,1,13.5,1.0,0.5,3.7,0.0,1,22.2,West Village,Gramercy
1986,01/01/2025 0:09,01/01/2025 0:16,1,0.7,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Little Italy/NoLiTa,SoHo
1987,01/01/2025 0:53,01/01/2025 1:01,3,0.94,1,8.6,1.0,0.5,2.72,0.0,1,16.32,East Village,West Village
1988,01/01/2025 0:23,01/01/2025 0:37,1,1.98,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Upper West Side South,Lenox Hill West
1989,01/01/2025 0:40,01/01/2025 0:52,1,1.24,1,12.1,1.0,0.5,2.0,0.0,1,19.1,Upper East Side South,Lincoln Square East
1990,01/01/2025 0:20,01/01/2025 0:25,2,0.6,1,6.5,3.5,0.5,2.3,0.0,1,13.8,Yorkville West,Lenox Hill East
1991,01/01/2025 0:51,01/01/2025 1:14,4,5.7,1,26.8,3.5,0.5,4.0,0.0,1,35.8,Upper East Side North,Union Sq
1992,01/01/2025 0:46,01/01/2025 1:45,1,4.8,1,15.5,0.0,0.5,0.0,0.0,1,17.0,Hudson Sq,Yorkville East
1993,01/01/2025 0:55,01/01/2025 1:03,3,1.1,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Midtown Center,Sutton Place/Turtle Bay North
1994,01/01/2025 0:29,01/01/2025 0:48,1,6.0,2,26.1,3.5,0.5,0.0,0.0,1,31.1,Upper East Side North,Two Bridges/Seward Park
1995,01/01/2025 0:50,01/01/2025 1:01,1,1.0,1,10.0,3.5,0.5,3.0,0.0,1,18.0,Lower East Side,TriBeCa/Civic Center
1996,01/01/2025 0:14,01/01/2025 0:35,1,3.91,2,21.9,1.0,0.5,0.0,0.0,1,26.9,Greenwich Village North,Yorkville West
1997,01/01/2025 0:45,01/01/2025 0:59,1,2.09,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Lenox Hill West,Kips Bay
1998,01/01/2025 0:43,01/01/2025 0:54,2,1.7,1,12.1,1.0,0.5,4.28,0.0,1,21.38,Lincoln Square East,Clinton East
1999,01/01/2025 0:31,01/01/2025 0:36,2,0.76,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Murray Hill,Midtown East
2000,01/01/2025 0:40,01/01/2025 0:52,2,2.45,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Midtown East,Yorkville West
2001,01/01/2025 0:12,01/01/2025 0:17,1,0.78,1,7.2,1.0,0.5,2.0,0.0,1,14.2,Greenwich Village North,Gramercy
2002,01/01/2025 0:29,01/01/2025 0:37,4,0.94,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Union Sq,Greenwich Village North
2003,01/01/2025 0:41,01/01/2025 0:46,1,0.72,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Greenwich Village South,Little Italy/NoLiTa
2004,01/01/2025 0:49,01/01/2025 1:03,1,1.57,1,13.5,1.0,0.5,3.7,0.0,1,22.2,TriBeCa/Civic Center,Lower East Side
2005,01/01/2025 0:45,01/01/2025 0:59,3,5.69,1,24.1,1.0,0.5,0.0,0.0,1,29.1,Upper West Side South,Washington Heights South
2006,01/01/2025 0:09,01/01/2025 0:36,1,5.8,1,29.6,3.5,0.5,8.65,0.0,1,43.25,Midtown North,Lower East Side
2007,01/01/2025 0:42,01/01/2025 0:56,1,2.3,1,13.5,3.5,0.5,3.7,0.0,1,22.2,East Village,Sutton Place/Turtle Bay North
2008,01/01/2025 0:11,01/01/2025 0:32,1,3.42,2,21.2,1.0,0.5,0.0,0.0,1,26.2,Midtown South,Yorkville West
2009,01/01/2025 0:33,01/01/2025 0:44,1,0.91,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Yorkville West,Lenox Hill East
2010,01/01/2025 0:50,01/01/2025 0:50,1,0.0,2,3.0,1.0,0.5,0.0,0.0,1,8.0,Lenox Hill East,Lenox Hill East
2011,01/01/2025 0:27,01/01/2025 0:43,1,1.94,1,16.3,1.0,0.5,2.0,0.0,1,23.3,East Chelsea,Kips Bay
2012,01/01/2025 0:51,01/01/2025 0:54,1,0.4,1,5.1,1.0,0.5,1.0,0.0,1,11.1,East Village,Gramercy
2013,01/01/2025 0:58,01/01/2025 1:03,2,0.75,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Gramercy,Gramercy
2014,01/01/2025 0:31,01/01/2025 0:59,1,2.23,1,24.0,1.0,0.5,0.0,0.0,1,29.0,East Chelsea,Midtown South
2015,01/01/2025 0:24,01/01/2025 0:30,1,1.76,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Yorkville West,Sutton Place/Turtle Bay North
2016,01/01/2025 0:35,01/01/2025 0:55,1,1.65,1,17.7,1.0,0.5,4.0,0.0,1,26.7,Lenox Hill West,Lincoln Square East
2017,01/01/2025 0:57,01/01/2025 0:59,1,0.54,1,5.1,1.0,0.5,1.5,0.0,1,11.6,Lincoln Square East,Upper West Side South
2018,01/01/2025 0:17,01/01/2025 0:52,3,6.67,1,38.0,1.0,0.5,5.0,0.0,1,48.0,Penn Station/Madison Sq West,Morningside Heights
2019,01/01/2025 0:09,01/01/2025 0:12,1,0.62,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Upper West Side South,Upper West Side North
2020,01/01/2025 0:16,01/01/2025 0:50,1,8.0,2,40.1,1.0,0.5,0.0,0.0,1,45.1,Upper West Side North,Greenpoint
2021,01/01/2025 0:55,01/01/2025 1:19,2,2.8,1,21.9,1.0,0.5,4.88,0.0,1,29.28,Greenpoint,East Williamsburg
2022,01/01/2025 0:51,01/01/2025 1:02,1,1.3,1,10.7,3.5,0.5,2.5,0.0,1,18.2,Murray Hill,Flatiron
2023,01/01/2025 0:17,01/01/2025 0:21,1,0.41,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Union Sq,Gramercy
2024,01/01/2025 0:37,01/01/2025 0:43,1,0.73,1,7.9,1.0,0.5,1.94,0.0,1,14.84,Gramercy,East Village
2025,01/01/2025 0:46,01/01/2025 1:17,1,5.56,1,30.3,1.0,0.5,7.06,0.0,1,42.36,East Village,Lincoln Square East
2026,01/01/2025 0:03,01/01/2025 0:11,1,1.3,1,10.0,3.5,0.5,3.0,0.0,1,18.0,Little Italy/NoLiTa,West Village
2027,01/01/2025 0:15,01/01/2025 0:40,1,3.3,2,24.0,3.5,0.5,0.0,0.0,1,29.0,West Village,Clinton West
2028,01/01/2025 0:44,01/01/2025 1:01,1,3.0,1,19.1,3.5,0.5,4.0,0.0,1,28.1,Clinton West,Upper West Side North
2029,01/01/2025 0:08,01/01/2025 0:10,2,0.03,4,-3.7,-6.0,-0.5,0.0,0.0,-1,-12.95,LaGuardia Airport,LaGuardia Airport
2030,01/01/2025 0:08,01/01/2025 0:10,2,0.03,4,3.7,6.0,0.5,0.0,0.0,1,12.95,LaGuardia Airport,LaGuardia Airport
2031,01/01/2025 0:12,01/01/2025 0:20,4,2.35,1,11.4,6.0,0.5,4.72,0.0,1,25.37,LaGuardia Airport,Jackson Heights
2032,01/01/2025 0:38,01/01/2025 0:54,1,8.66,1,33.1,6.0,0.5,9.51,6.94,1,58.8,LaGuardia Airport,Washington Heights South
2033,01/01/2025 0:43,01/01/2025 0:46,1,0.62,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Yorkville West,Yorkville West
2034,01/01/2025 0:08,01/01/2025 0:22,1,3.06,1,16.3,1.0,0.5,4.26,0.0,1,25.56,Union Sq,Upper East Side South
2035,01/01/2025 0:30,01/01/2025 0:35,1,1.34,1,7.9,1.0,0.5,2.5,0.0,1,15.4,Yorkville West,Sutton Place/Turtle Bay North
2036,01/01/2025 0:46,01/01/2025 1:04,1,1.36,1,16.3,1.0,0.5,4.26,0.0,1,25.56,Midtown Center,Union Sq
2037,01/01/2025 0:14,01/01/2025 0:37,1,4.58,1,26.1,1.0,0.5,9.33,0.0,1,40.43,Gramercy,Clinton Hill
2038,01/01/2025 0:03,01/01/2025 0:10,4,1.32,1,9.3,1.0,0.5,4.29,0.0,1,18.59,Lincoln Square East,Upper West Side North
2039,01/01/2025 0:36,01/01/2025 1:00,2,3.61,1,22.6,1.0,0.5,5.52,0.0,1,33.12,Sutton Place/Turtle Bay North,West Village
2040,01/01/2025 0:45,01/01/2025 0:54,1,1.05,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Clinton East,East Chelsea
2041,01/01/2025 0:57,01/01/2025 1:17,1,1.17,1,17.0,1.0,0.5,4.4,0.0,1,26.4,Penn Station/Madison Sq West,Kips Bay
2042,01/01/2025 0:19,01/01/2025 0:31,3,2.45,2,14.9,1.0,0.5,0.0,0.0,1,19.9,Midtown Center,Upper East Side North
2043,01/01/2025 0:44,01/01/2025 0:58,1,0.97,2,10.0,1.0,0.5,0.0,0.0,1,15.0,Midtown Center,Sutton Place/Turtle Bay North
2044,01/01/2025 0:58,01/01/2025 1:19,1,9.51,2,38.7,1.0,0.5,0.0,0.0,1,43.7,Sutton Place/Turtle Bay North,Westchester Village/Unionport
2045,01/01/2025 0:19,01/01/2025 0:25,1,0.91,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Yorkville West,Upper East Side North
2046,01/01/2025 0:33,01/01/2025 0:38,1,1.41,1,7.9,1.0,0.5,2.0,0.0,1,14.9,Yorkville West,Sutton Place/Turtle Bay North
2047,01/01/2025 0:41,01/01/2025 0:46,1,1.2,1,7.2,1.0,0.5,1.5,0.0,1,13.7,Sutton Place/Turtle Bay North,Lenox Hill West
2048,01/01/2025 0:54,01/01/2025 1:01,1,1.21,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Yorkville West,Lenox Hill East
2049,01/01/2025 0:13,01/01/2025 0:38,2,6.39,1,31.0,1.0,0.5,5.0,0.0,1,41.0,West Village,Yorkville West
2050,01/01/2025 0:41,01/01/2025 0:46,2,1.26,1,7.9,1.0,0.5,1.5,0.0,1,14.4,Yorkville West,Lenox Hill East
2051,01/01/2025 0:51,01/01/2025 1:10,2,5.89,1,26.8,1.0,0.5,6.36,0.0,1,38.16,Lenox Hill West,Seaport
2052,01/01/2025 0:26,01/01/2025 0:50,1,3.56,1,24.0,1.0,0.5,8.7,0.0,1,37.7,Flatiron,Upper West Side South
2053,01/01/2025 0:31,01/01/2025 0:54,1,9.24,2,39.4,1.0,0.5,0.0,0.0,1,44.4,Lincoln Square East,Morrisania/Melrose
2054,01/01/2025 0:49,01/01/2025 1:00,1,1.9,1,12.1,1.0,0.5,4.28,0.0,1,21.38,Lincoln Square East,Lenox Hill West
2055,01/01/2025 0:04,01/01/2025 0:17,2,3.56,2,17.7,1.0,0.5,0.0,0.0,1,22.7,Lenox Hill West,Old Astoria
2056,01/01/2025 0:08,01/01/2025 0:32,1,4.75,1,25.4,1.0,0.5,6.08,0.0,1,36.48,Greenwich Village South,Yorkville West
2057,01/01/2025 0:33,01/01/2025 0:36,1,0.97,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Yorkville West,Lenox Hill West
2058,01/01/2025 0:57,01/01/2025 1:25,1,1.39,1,22.6,1.0,0.5,0.0,0.0,1,27.6,Murray Hill,East Chelsea
2059,01/01/2025 0:29,01/01/2025 0:36,1,1.13,1,8.6,1.0,0.5,1.0,0.0,1,14.6,Upper East Side South,Lenox Hill East
2060,01/01/2025 0:38,01/01/2025 0:43,1,0.94,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Lenox Hill East,Yorkville West
2061,01/01/2025 0:47,01/01/2025 1:15,1,3.76,1,26.1,1.0,0.5,5.0,0.0,1,36.1,Yorkville West,East Village
2062,01/01/2025 0:18,01/01/2025 0:21,2,0.52,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Upper West Side North,Upper West Side South
2063,01/01/2025 0:23,01/01/2025 0:25,1,0.66,1,5.1,1.0,0.5,2.52,0.0,1,12.62,Upper West Side South,Lincoln Square East
2064,01/01/2025 0:26,01/01/2025 0:33,2,0.57,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Lincoln Square East,Clinton East
2065,01/01/2025 0:41,01/01/2025 0:45,2,1.45,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Lincoln Square East,Upper West Side North
2066,01/01/2025 0:05,01/01/2025 0:16,1,1.15,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Central Park,Midtown Center
2067,01/01/2025 0:20,01/01/2025 0:29,1,0.3,2,9.3,1.0,0.5,0.0,0.0,1,14.3,Midtown Center,Murray Hill
2068,01/01/2025 0:52,01/01/2025 0:57,1,1.17,1,8.6,1.0,0.5,3.4,0.0,1,17.0,SoHo,East Village
2069,01/01/2025 0:32,01/01/2025 0:43,4,2.12,2,12.8,1.0,0.5,0.0,0.0,1,17.8,Clinton East,Upper East Side North
2070,01/01/2025 0:45,01/01/2025 0:52,2,1.84,1,10.0,1.0,0.5,3.75,0.0,1,18.75,Upper East Side North,Upper West Side South
2071,01/01/2025 0:19,01/01/2025 0:27,1,0.97,2,8.6,1.0,0.5,0.0,0.0,1,13.6,East Village,Gramercy
2072,01/01/2025 0:30,01/01/2025 0:41,1,1.47,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Gramercy,Midtown East
2073,01/01/2025 0:52,01/01/2025 0:57,2,0.7,1,6.5,1.0,0.5,1.0,0.0,1,12.5,Midtown East,Lenox Hill West
2074,01/01/2025 0:55,01/01/2025 1:32,1,2.52,1,29.6,1.0,0.5,6.92,0.0,1,41.52,Midtown East,Clinton West
2075,01/01/2025 0:19,01/01/2025 0:41,1,8.89,1,38.0,6.0,0.5,9.45,0.0,1,56.7,LaGuardia Airport,Clinton Hill
2076,01/01/2025 0:11,01/01/2025 0:47,4,8.43,2,42.9,1.0,0.5,0.0,6.94,1,54.84,Midtown South,Stuyvesant Heights
2077,01/01/2025 0:56,01/01/2025 1:20,1,1.96,1,21.2,1.0,0.5,3.0,0.0,1,29.2,East Chelsea,Midtown Center
2078,01/01/2025 0:32,01/01/2025 0:42,2,1.7,3,11.4,3.5,0.5,0.0,0.0,1,16.4,Lincoln Square East,Upper East Side South
2079,01/01/2025 0:56,01/01/2025 1:23,3,2.7,2,23.3,3.5,0.5,0.0,0.0,1,28.3,Midtown Center,Meatpacking/West Village West
2080,01/01/2025 0:47,01/01/2025 1:35,2,20.65,1,82.8,1.0,0.5,3.0,6.94,1,97.74,Upper East Side South,Homecrest
2081,01/01/2025 0:10,01/01/2025 0:23,1,2.86,1,15.6,1.0,0.5,4.12,0.0,1,24.72,Midtown South,TriBeCa/Civic Center
2082,01/01/2025 0:35,01/01/2025 1:06,1,4.91,1,30.3,1.0,0.5,7.06,0.0,1,42.36,TriBeCa/Civic Center,Lenox Hill East
2083,01/01/2025 0:53,01/01/2025 1:10,1,7.15,1,31.0,1.0,0.5,7.2,0.0,1,43.2,Clinton East,Washington Heights South
2084,01/01/2025 0:06,01/01/2025 0:24,2,9.14,1,36.6,6.0,0.5,10.71,6.94,1,66.0,LaGuardia Airport,Midtown Center
2085,01/01/2025 0:59,01/01/2025 1:18,1,6.35,1,30.3,6.0,0.5,13.42,6.94,1,59.91,LaGuardia Airport,East Harlem North
2086,01/01/2025 0:11,01/01/2025 0:25,3,1.76,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Kips Bay,Union Sq
2087,01/01/2025 0:41,01/01/2025 0:53,1,2.03,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Greenwich Village South,Murray Hill
2088,01/01/2025 0:58,01/01/2025 1:04,1,0.76,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Union Sq,Kips Bay
2089,01/01/2025 0:26,01/01/2025 0:30,1,1.6,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Upper East Side South,Upper East Side North
2090,01/01/2025 0:35,01/01/2025 0:42,1,1.48,2,9.3,1.0,0.5,0.0,0.0,1,14.3,Central Park,Midtown East
2091,01/01/2025 0:44,01/01/2025 0:50,1,0.78,2,7.9,1.0,0.5,0.0,0.0,1,12.9,Midtown East,Midtown Center
2092,01/01/2025 0:53,01/01/2025 1:17,1,1.7,1,19.8,1.0,0.5,4.96,0.0,1,29.76,Midtown Center,Clinton East
2093,01/01/2025 0:45,01/01/2025 0:49,1,0.7,1,6.5,3.5,0.5,2.0,0.0,1,13.5,Lenox Hill West,Yorkville West
2094,01/01/2025 0:31,01/01/2025 0:40,1,1.8,1,11.4,3.5,0.5,3.25,0.0,1,19.65,Yorkville West,Upper West Side North
2095,01/01/2025 0:47,01/01/2025 1:02,1,1.6,1,14.9,3.5,0.5,3.0,0.0,1,22.9,Lincoln Square West,Clinton East
2096,01/01/2025 0:11,01/01/2025 0:26,1,2.6,1,16.3,3.5,0.5,2.0,0.0,1,23.3,Financial District North,East Village
2097,01/01/2025 0:40,01/01/2025 1:08,1,6.9,1,32.4,3.5,0.5,7.45,0.0,1,44.85,Kips Bay,Steinway
2098,01/01/2025 0:49,01/01/2025 1:00,1,0.99,1,10.7,1.0,0.5,0.0,0.0,1,15.7,Murray Hill,Midtown South
2099,01/01/2025 0:15,01/01/2025 0:24,2,0.97,1,9.3,1.0,0.5,2.86,0.0,1,17.16,West Village,East Village
2100,01/01/2025 0:26,01/01/2025 0:34,3,0.5,1,8.6,1.0,0.5,1.0,0.0,1,14.6,East Village,Lower East Side
2101,01/01/2025 0:35,01/01/2025 0:47,2,2.55,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Lower East Side,Downtown Brooklyn/MetroTech
2102,01/01/2025 0:43,01/01/2025 0:58,1,1.5,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Flatiron,Clinton West
2103,01/01/2025 0:19,01/01/2025 0:31,2,1.38,1,12.1,1.0,0.5,1.0,0.0,1,18.1,East Village,Kips Bay
2104,01/01/2025 0:34,01/01/2025 0:52,3,2.37,1,17.7,1.0,0.5,4.54,0.0,1,27.24,Murray Hill,Lenox Hill West
2105,01/01/2025 0:55,01/01/2025 1:16,2,2.9,1,20.5,1.0,0.5,2.0,0.0,1,27.5,Lenox Hill West,Gramercy
2106,01/01/2025 0:06,01/01/2025 0:19,3,3.07,1,16.3,1.0,0.5,4.26,0.0,1,25.56,Union Sq,Lenox Hill West
2107,01/01/2025 0:22,01/01/2025 0:24,4,0.82,1,5.8,1.0,0.5,3.24,0.0,1,14.04,Lenox Hill West,Upper East Side North
2108,01/01/2025 0:21,01/01/2025 0:24,2,0.85,1,5.8,1.0,0.5,2.7,0.0,1,13.5,Upper West Side North,Upper West Side South
2109,01/01/2025 0:29,01/01/2025 0:36,1,1.32,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Upper West Side South,Clinton East
2110,01/01/2025 0:39,01/01/2025 0:48,2,1.88,1,10.7,1.0,0.5,3.14,0.0,1,18.84,Lincoln Square West,Manhattan Valley
2111,01/01/2025 0:45,01/01/2025 1:13,1,4.29,1,27.5,1.0,0.5,6.5,0.0,1,39.0,Midtown South,Battery Park City
2112,01/01/2025 0:09,01/01/2025 0:19,2,1.01,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Greenwich Village South,West Village
2113,01/01/2025 0:35,01/01/2025 1:11,2,6.79,1,38.7,1.0,0.5,8.74,0.0,1,52.44,West Village,East Harlem South
2114,01/01/2025 0:43,01/01/2025 0:50,1,1.13,1,8.6,1.0,0.5,1.0,0.0,1,14.6,Midtown South,UN/Turtle Bay South
2115,01/01/2025 0:50,01/01/2025 1:24,2,1.54,1,27.5,1.0,0.5,6.5,0.0,1,39.0,Union Sq,Midtown North
2116,01/01/2025 0:13,01/01/2025 0:24,4,0.63,1,10.7,1.0,0.5,3.14,0.0,1,18.84,Clinton East,West Chelsea/Hudson Yards
2117,01/01/2025 0:40,01/01/2025 1:06,1,3.0,1,24.0,1.0,0.5,7.25,0.0,1,36.25,Clinton East,Murray Hill
2118,01/01/2025 0:17,01/01/2025 0:30,1,1.95,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Upper West Side North,Yorkville West
2119,01/01/2025 0:12,01/01/2025 0:17,1,0.92,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Upper East Side North,Yorkville East
2120,01/01/2025 0:21,01/01/2025 0:40,1,4.95,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Yorkville West,Greenwich Village North
2121,01/01/2025 0:43,01/01/2025 1:13,1,2.73,1,26.1,1.0,0.5,9.33,0.0,1,40.43,East Village,Clinton West
2122,01/01/2025 0:22,01/01/2025 0:39,1,1.99,2,-16.3,-1.0,-0.5,0.0,0.0,-1,-21.3,Union Sq,Upper East Side South
2123,01/01/2025 0:22,01/01/2025 0:39,1,1.99,2,16.3,1.0,0.5,0.0,0.0,1,21.3,Union Sq,Upper East Side South
2124,01/01/2025 0:46,01/01/2025 1:01,1,1.92,2,-15.6,-1.0,-0.5,0.0,0.0,-1,-20.6,Upper East Side South,Upper East Side North
2125,01/01/2025 0:46,01/01/2025 1:01,1,1.92,2,15.6,1.0,0.5,0.0,0.0,1,20.6,Upper East Side South,Upper East Side North
2126,01/01/2025 0:58,01/01/2025 1:31,1,5.41,1,33.1,1.0,0.5,11.43,0.0,1,49.53,Midtown Center,East Williamsburg
2127,01/01/2025 0:01,01/01/2025 0:06,2,1.05,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Central Park,Manhattan Valley
2128,01/01/2025 0:16,01/01/2025 0:20,1,0.75,1,6.5,1.0,0.5,2.88,0.0,1,14.38,Upper West Side South,Lincoln Square East
