ID_Viaje,Hora_inicio,Hora_fin,N_pasajeros,Distancia_KM,Forma_de_pago,Tarfia_base,Extra,Tax,Propina,Coste_Peaje,Recargo_adicional,Importe_total,Zona_origen,Zona_destino
1051,01/01/2025 0:25,01/01/2025 0:37,1,1.74,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Greenwich Village North,East Chelsea
1052,01/01/2025 0:43,01/01/2025 1:17,2,8.33,1,40.1,1.0,0.5,9.02,0.0,1,54.12,Greenwich Village North,Central Harlem
1053,01/01/2025 0:33,01/01/2025 0:44,1,1.1,1,10.7,3.5,0.5,3.15,0.0,1,18.85,Gramercy,Alphabet City
1054,01/01/2025 0:46,01/01/2025 0:52,1,0.5,2,6.5,3.5,0.5,0.0,0.0,1,11.5,Alphabet City,East Village
1055,01/01/2025 0:15,01/01/2025 0:23,1,1.29,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Manhattan Valley,Yorkville West
1056,01/01/2025 0:30,01/01/2025 0:33,1,0.76,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Upper East Side North,Lenox Hill West
1057,01/01/2025 0:23,01/01/2025 0:29,1,1.19,1,7.9,1.0,0.5,2.5,0.0,1,15.4,Midtown East,Lenox Hill East
1058,01/01/2025 0:43,01/01/2025 0:53,1,2.27,1,12.8,1.0,0.5,4.45,0.0,1,22.25,Sutton Place/Turtle Bay North,Yorkville East
1059,01/01/2025 0:25,01/01/2025 0:39,1,1.82,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Greenwich Village North,Murray Hill
1060,01/01/2025 0:46,01/01/2025 0:54,3,1.12,1,9.3,1.0,0.5,0.0,0.0,1,14.3,Seaport,Lower East Side
1061,01/01/2025 0:55,01/01/2025 1:07,2,1.96,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Lower East Side,Flatiron
1062,01/01/2025 0:05,01/01/2025 0:23,1,7.79,4,-32.4,-6.0,-0.5,0.0,-6.94,-1,-48.59,LaGuardia Airport,Bloomingdale
1063,01/01/2025 0:05,01/01/2025 0:23,1,7.79,4,32.4,6.0,0.5,0.0,6.94,1,48.59,LaGuardia Airport,Bloomingdale
1064,01/01/2025 0:48,01/01/2025 0:55,1,0.97,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Midtown Center,Lenox Hill West
1065,01/01/2025 0:08,01/01/2025 0:46,3,27.11,1,123.4,1.0,0.5,13.76,9.94,1,151.35,JFK Airport,Outside of NYC
1066,01/01/2025 0:22,01/01/2025 0:27,1,0.9,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Upper West Side South,Lincoln Square West
1067,01/01/2025 0:30,01/01/2025 0:37,1,1.4,1,9.3,1.0,0.5,2.0,0.0,1,16.3,Lincoln Square East,Upper West Side North
1068,01/01/2025 0:41,01/01/2025 0:57,1,3.64,1,19.1,1.0,0.5,4.82,0.0,1,28.92,Upper West Side North,Sutton Place/Turtle Bay North
1069,01/01/2025 0:09,01/01/2025 0:25,1,2.29,1,15.6,1.0,0.5,4.12,0.0,1,24.72,Meatpacking/West Village West,Stuy Town/Peter Cooper Village
1070,01/01/2025 0:15,01/01/2025 0:17,4,0.79,2,5.8,1.0,0.5,0.0,0.0,1,10.8,Yorkville West,Lenox Hill West
1071,01/01/2025 0:26,01/01/2025 0:29,1,0.91,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Lenox Hill East,Yorkville West
1072,01/01/2025 0:33,01/01/2025 0:38,1,0.68,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Yorkville West,Yorkville West
1073,01/01/2025 0:48,01/01/2025 0:53,2,1.26,2,7.9,1.0,0.5,0.0,0.0,1,12.9,Upper East Side North,East Harlem North
1074,01/01/2025 0:43,01/01/2025 0:46,1,0.0,1,5.0,0.0,0.0,3.0,0.0,1,9.0,Clinton East,Clinton East
1075,01/01/2025 0:14,01/01/2025 0:20,2,0.81,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Upper West Side South,Lincoln Square West
1076,01/01/2025 0:29,01/01/2025 0:48,2,9.63,1,38.7,1.0,0.5,0.0,0.0,1,41.2,Upper West Side North,Van Nest/Morris Park
1077,01/01/2025 0:21,01/01/2025 0:25,4,0.53,2,5.8,1.0,0.5,0.0,0.0,1,10.8,Greenwich Village South,Greenwich Village North
1078,01/01/2025 0:34,01/01/2025 0:42,2,1.19,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Greenwich Village South,Gramercy
1079,01/01/2025 0:45,01/01/2025 1:01,2,3.4,1,17.7,1.0,0.5,4.54,0.0,1,27.24,Gramercy,Upper East Side North
1080,01/01/2025 0:27,01/01/2025 0:47,1,2.5,1,17.7,1.0,0.5,4.54,0.0,1,27.24,East Village,World Trade Center
1081,01/01/2025 0:49,01/01/2025 1:00,1,2.51,1,13.5,1.0,0.5,2.0,0.0,1,20.5,TriBeCa/Civic Center,East Chelsea
1082,01/01/2025 0:04,01/01/2025 0:09,1,0.51,1,6.5,1.0,0.5,2.3,0.0,1,13.8,TriBeCa/Civic Center,Greenwich Village South
1083,01/01/2025 0:17,01/01/2025 0:28,2,1.58,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Greenwich Village South,East Chelsea
1084,01/01/2025 0:35,01/01/2025 1:01,4,2.14,2,22.6,1.0,0.5,0.0,0.0,1,27.6,East Chelsea,Clinton West
1085,01/01/2025 0:20,01/01/2025 0:26,1,1.09,1,8.6,1.0,0.5,3.4,0.0,1,17.0,East Village,Gramercy
1086,01/01/2025 0:38,01/01/2025 0:58,1,3.68,1,21.9,1.0,0.5,5.38,0.0,1,32.28,East Village,Williamsburg (North Side)
1087,01/01/2025 0:13,01/01/2025 0:18,1,0.99,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Upper East Side South,Upper East Side South
1088,01/01/2025 0:25,01/01/2025 0:39,1,1.45,1,13.5,1.0,0.5,0.0,0.0,1,18.5,Upper East Side South,Clinton East
1089,01/01/2025 0:40,01/01/2025 0:45,1,0.9,1,7.2,1.0,0.5,3.05,0.0,1,15.25,Clinton East,Lincoln Square East
1090,01/01/2025 0:48,01/01/2025 1:01,1,2.13,2,14.2,1.0,0.5,0.0,0.0,1,19.2,Lincoln Square East,Midtown Center
